report_date,state,confirmed,deaths,new_cases,new_deaths,cfr
2020-04-12,Alabama,3667,93,0.0,0.0,0.0254
2020-04-13,Alabama,3870,99,203.0,6.0,0.0256
2020-04-14,Alabama,4041,114,171.0,15.0,0.0282
2020-04-15,Alabama,4307,118,266.0,4.0,0.0274
2020-04-16,Alabama,4465,133,158.0,15.0,0.0298
2020-04-17,Alabama,4557,148,92.0,15.0,0.0325
2020-04-18,Alabama,4788,153,231.0,5.0,0.032
2020-04-19,Alabama,4978,157,190.0,4.0,0.0315
2020-04-20,Alabama,5163,163,185.0,6.0,0.0316
2020-04-21,Alabama,5404,183,241.0,20.0,0.0339
2020-04-22,Alabama,5692,196,288.0,13.0,0.0344
2020-04-23,Alabama,5899,202,207.0,6.0,0.0342
2020-04-24,Alabama,6092,209,193.0,7.0,0.0343
2020-04-25,Alabama,6274,209,182.0,0.0,0.0333
2020-04-26,Alabama,6475,219,201.0,10.0,0.0338
2020-04-27,Alabama,6621,228,146.0,9.0,0.0344
2020-04-28,Alabama,6820,242,199.0,14.0,0.0355
2020-04-29,Alabama,6979,256,159.0,14.0,0.0367
2020-04-30,Alabama,7187,272,208.0,16.0,0.0378
2020-05-01,Alabama,7440,289,253.0,17.0,0.0388
2020-05-02,Alabama,7700,288,260.0,0.0,0.0374
2020-05-03,Alabama,7977,290,277.0,2.0,0.0364
2020-05-04,Alabama,8203,298,226.0,8.0,0.0363
2020-05-05,Alabama,8520,315,317.0,17.0,0.037
2020-05-06,Alabama,8769,343,249.0,28.0,0.0391
2020-05-07,Alabama,9115,369,346.0,26.0,0.0405
2020-05-08,Alabama,9437,383,322.0,14.0,0.0406
2020-05-09,Alabama,9720,390,283.0,7.0,0.0401
2020-05-10,Alabama,9982,393,262.0,3.0,0.0394
2020-05-11,Alabama,10262,403,280.0,10.0,0.0393
2020-05-12,Alabama,10566,435,304.0,32.0,0.0412
2020-05-13,Alabama,10822,450,256.0,15.0,0.0416
2020-05-14,Alabama,11161,473,339.0,23.0,0.0424
2020-05-15,Alabama,11494,483,333.0,10.0,0.042
2020-05-16,Alabama,11828,485,334.0,2.0,0.041
2020-05-17,Alabama,12137,488,309.0,3.0,0.0402
2020-05-18,Alabama,12438,489,301.0,1.0,0.0393
2020-05-19,Alabama,12825,504,387.0,15.0,0.0393
2020-05-20,Alabama,13186,522,361.0,18.0,0.0396
2020-05-21,Alabama,13590,529,404.0,7.0,0.0389
2020-05-22,Alabama,13954,541,364.0,12.0,0.0388
2020-05-23,Alabama,14328,549,374.0,8.0,0.0383
2020-05-24,Alabama,14676,551,348.0,2.0,0.0375
2020-05-25,Alabama,15309,566,633.0,15.0,0.037
2020-05-26,Alabama,15899,580,590.0,14.0,0.0365
2020-05-27,Alabama,16263,583,364.0,3.0,0.0358
2020-05-28,Alabama,16749,591,486.0,8.0,0.0353
2020-05-29,Alabama,17262,610,513.0,19.0,0.0353
2020-05-30,Alabama,17689,618,427.0,8.0,0.0349
2020-05-31,Alabama,18200,630,511.0,12.0,0.0346
2020-06-01,Alabama,18525,646,325.0,16.0,0.0349
2020-06-02,Alabama,18734,653,209.0,7.0,0.0349
2020-06-03,Alabama,18954,653,220.0,0.0,0.0345
2020-06-04,Alabama,19262,653,308.0,0.0,0.0339
2020-06-05,Alabama,19910,676,648.0,23.0,0.034
2020-06-06,Alabama,20355,689,445.0,13.0,0.0338
2020-06-07,Alabama,20777,692,422.0,3.0,0.0333
2020-06-08,Alabama,21268,718,491.0,26.0,0.0338
2020-06-09,Alabama,21834,729,566.0,11.0,0.0334
2020-06-10,Alabama,22659,744,825.0,15.0,0.0328
2020-06-11,Alabama,23370,755,711.0,11.0,0.0323
2020-06-12,Alabama,24405,769,1035.0,14.0,0.0315
2020-06-13,Alabama,25364,773,959.0,4.0,0.0305
2020-06-14,Alabama,26182,773,818.0,0.0,0.0295
2020-06-15,Alabama,26485,774,303.0,1.0,0.0292
2020-06-16,Alabama,27034,785,549.0,11.0,0.029
2020-06-17,Alabama,27941,790,907.0,5.0,0.0283
2020-06-18,Alabama,28676,810,735.0,20.0,0.0282
2020-06-19,Alabama,29225,822,549.0,12.0,0.0281
2020-06-20,Alabama,29683,838,458.0,16.0,0.0282
2020-06-21,Alabama,30122,839,439.0,1.0,0.0279
2020-06-22,Alabama,30771,841,649.0,2.0,0.0273
2020-06-23,Alabama,31889,864,1118.0,23.0,0.0271
2020-06-24,Alabama,32878,891,989.0,27.0,0.0271
2020-06-25,Alabama,33880,896,1002.0,5.0,0.0264
2020-06-26,Alabama,34903,907,1023.0,11.0,0.026
2020-06-27,Alabama,35083,919,180.0,12.0,0.0262
2020-06-28,Alabama,36503,919,1420.0,0.0,0.0252
2020-06-29,Alabama,37589,929,1086.0,10.0,0.0247
2020-06-30,Alabama,38477,950,888.0,21.0,0.0247
2020-07-01,Alabama,39647,972,1170.0,22.0,0.0245
2020-07-02,Alabama,41340,985,1693.0,13.0,0.0238
2020-07-03,Alabama,42255,1006,915.0,21.0,0.0238
2020-07-04,Alabama,43216,1007,961.0,1.0,0.0233
2020-07-05,Alabama,44022,1007,806.0,0.0,0.0229
2020-07-06,Alabama,44932,1007,910.0,0.0,0.0224
2020-07-07,Alabama,46348,1033,1416.0,26.0,0.0223
2020-07-08,Alabama,48149,1058,1801.0,25.0,0.022
2020-07-09,Alabama,49695,1068,1546.0,10.0,0.0215
2020-07-10,Alabama,51329,1104,1634.0,36.0,0.0215
2020-07-11,Alabama,52802,1114,1473.0,10.0,0.0211
2020-07-12,Alabama,54781,1121,1979.0,7.0,0.0205
2020-07-13,Alabama,56168,1124,1387.0,3.0,0.02
2020-07-14,Alabama,58284,1164,2116.0,40.0,0.02
2020-07-15,Alabama,60194,1211,1910.0,47.0,0.0201
2020-07-16,Alabama,62128,1230,1934.0,19.0,0.0198
2020-07-17,Alabama,64152,1265,2024.0,35.0,0.0197
2020-07-18,Alabama,66181,1286,2029.0,21.0,0.0194
2020-07-19,Alabama,67733,1287,1552.0,1.0,0.019
2020-07-20,Alabama,69236,1291,1503.0,4.0,0.0186
2020-07-21,Alabama,70600,1303,1364.0,12.0,0.0185
2020-07-22,Alabama,72594,1364,1994.0,61.0,0.0188
2020-07-23,Alabama,74685,1397,2091.0,33.0,0.0187
2020-07-24,Alabama,76795,1438,2110.0,41.0,0.0187
2020-07-25,Alabama,78188,1456,1393.0,18.0,0.0186
2020-07-26,Alabama,79948,1473,1760.0,17.0,0.0184
2020-07-27,Alabama,81256,1491,1308.0,18.0,0.0183
2020-07-28,Alabama,82698,1491,1442.0,0.0,0.018
2020-07-29,Alabama,84652,1538,1954.0,47.0,0.0182
2020-07-30,Alabama,86664,1565,2012.0,27.0,0.0181
2020-07-31,Alabama,88266,1580,1602.0,15.0,0.0179
2020-08-01,Alabama,90299,1603,2033.0,23.0,0.0178
2020-08-02,Alabama,91458,1627,1159.0,24.0,0.0178
2020-08-03,Alabama,92502,1633,1044.0,6.0,0.0177
2020-08-04,Alabama,93457,1666,955.0,33.0,0.0178
2020-08-05,Alabama,95323,1695,1866.0,29.0,0.0178
2020-08-06,Alabama,97044,1714,1721.0,19.0,0.0177
2020-08-07,Alabama,98895,1735,1851.0,21.0,0.0175
2020-08-08,Alabama,99854,1755,959.0,20.0,0.0176
2020-08-09,Alabama,101466,1768,1612.0,13.0,0.0174
2020-08-10,Alabama,102391,1797,925.0,29.0,0.0176
2020-08-11,Alabama,103485,1847,1094.0,50.0,0.0178
2020-08-12,Alabama,104219,1882,734.0,35.0,0.0181
2020-08-13,Alabama,104976,1890,757.0,8.0,0.018
2020-08-14,Alabama,106096,1893,1120.0,3.0,0.0178
2020-08-15,Alabama,106926,1896,830.0,3.0,0.0177
2020-08-16,Alabama,107667,1898,741.0,2.0,0.0176
2020-08-17,Alabama,109092,1925,1425.0,27.0,0.0176
2020-08-18,Alabama,110415,1936,1323.0,11.0,0.0175
2020-08-19,Alabama,111696,1944,1281.0,8.0,0.0174
2020-08-20,Alabama,112737,1974,1041.0,30.0,0.0175
2020-08-21,Alabama,114212,1996,1475.0,22.0,0.0175
2020-08-22,Alabama,114809,2011,597.0,15.0,0.0175
2020-08-23,Alabama,115485,2013,676.0,2.0,0.0174
2020-08-24,Alabama,116045,2024,560.0,11.0,0.0174
2020-08-25,Alabama,118190,2037,2145.0,13.0,0.0172
2020-08-26,Alabama,119904,2045,1714.0,8.0,0.0171
2020-08-27,Alabama,121041,2076,1137.0,31.0,0.0172
2020-08-28,Alabama,122879,2107,1838.0,31.0,0.0171
2020-08-29,Alabama,124155,2152,1276.0,45.0,0.0173
2020-08-30,Alabama,124944,2162,789.0,10.0,0.0173
2020-08-31,Alabama,126500,2182,1556.0,20.0,0.0172
2020-09-01,Alabama,127234,2200,734.0,18.0,0.0173
2020-09-02,Alabama,128240,2217,1006.0,17.0,0.0173
2020-09-03,Alabama,129225,2233,985.0,16.0,0.0173
2020-09-04,Alabama,130373,2266,1148.0,33.0,0.0174
2020-09-05,Alabama,130914,2275,541.0,9.0,0.0174
2020-09-06,Alabama,131690,2276,776.0,1.0,0.0173
2020-09-07,Alabama,132221,2276,531.0,0.0,0.0172
2020-09-08,Alabama,133005,2277,784.0,1.0,0.0171
2020-09-09,Alabama,134061,2285,1056.0,8.0,0.017
2020-09-10,Alabama,135138,2301,1077.0,16.0,0.017
2020-09-11,Alabama,136107,2333,969.0,32.0,0.0171
2020-09-12,Alabama,137166,2350,1059.0,17.0,0.0171
2020-09-13,Alabama,137861,2351,695.0,1.0,0.0171
2020-09-14,Alabama,138619,2355,758.0,4.0,0.017
2020-09-15,Alabama,139660,2387,1041.0,32.0,0.0171
2020-09-16,Alabama,140423,2392,763.0,5.0,0.017
2020-09-17,Alabama,141454,2401,1031.0,9.0,0.017
2020-09-18,Alabama,142768,2428,1314.0,27.0,0.017
2020-09-19,Alabama,143578,2437,810.0,9.0,0.017
2020-09-20,Alabama,144325,2437,747.0,0.0,0.0169
2020-09-21,Alabama,145202,2439,877.0,2.0,0.0168
2020-09-22,Alabama,145859,2457,657.0,18.0,0.0168
2020-09-23,Alabama,146897,2488,1038.0,31.0,0.0169
2020-09-24,Alabama,149263,2506,2366.0,18.0,0.0168
2020-09-25,Alabama,150239,2491,976.0,0.0,0.0166
2020-09-26,Alabama,150965,2501,726.0,10.0,0.0166
2020-09-27,Alabama,151604,2501,639.0,0.0,0.0165
2020-09-28,Alabama,152350,2501,746.0,0.0,0.0164
2020-09-29,Alabama,153584,2517,1234.0,16.0,0.0164
2020-09-30,Alabama,154772,2540,1188.0,23.0,0.0164
2020-10-01,Alabama,155727,2548,955.0,8.0,0.0164
2020-10-02,Alabama,157402,2550,1675.0,2.0,0.0162
2020-10-03,Alabama,158181,2558,779.0,8.0,0.0162
2020-10-04,Alabama,158717,2558,536.0,0.0,0.0161
2020-10-05,Alabama,159476,2559,759.0,1.0,0.016
2020-10-06,Alabama,160485,2580,1009.0,21.0,0.0161
2020-10-07,Alabama,161085,2601,600.0,21.0,0.0161
2020-10-08,Alabama,162683,2637,1598.0,36.0,0.0162
2020-10-09,Alabama,163897,2653,1214.0,16.0,0.0162
2020-10-10,Alabama,164698,2664,801.0,11.0,0.0162
2020-10-11,Alabama,165414,2664,716.0,0.0,0.0161
2020-10-12,Alabama,166514,2665,1100.0,1.0,0.016
2020-10-13,Alabama,167396,2665,882.0,0.0,0.0159
2020-10-14,Alabama,168620,2706,1224.0,41.0,0.016
2020-10-15,Alabama,169845,2756,1225.0,50.0,0.0162
2020-10-16,Alabama,171157,2786,1312.0,30.0,0.0163
2020-10-17,Alabama,172137,2788,980.0,2.0,0.0162
2020-10-18,Alabama,173002,2788,865.0,0.0,0.0161
2020-10-19,Alabama,174078,2789,1076.0,1.0,0.016
2020-10-20,Alabama,175210,2805,1132.0,16.0,0.016
2020-10-21,Alabama,176605,2828,1395.0,23.0,0.016
2020-10-22,Alabama,180437,2843,3832.0,15.0,0.0158
2020-10-23,Alabama,182567,2859,2130.0,16.0,0.0157
2020-10-24,Alabama,183831,2866,1264.0,7.0,0.0156
2020-10-25,Alabama,184723,2866,892.0,0.0,0.0155
2020-10-26,Alabama,185938,2866,1215.0,0.0,0.0154
2020-10-27,Alabama,187267,2892,1329.0,26.0,0.0154
2020-10-28,Alabama,188775,2911,1508.0,19.0,0.0154
2020-10-29,Alabama,190113,2914,1338.0,3.0,0.0153
2020-10-30,Alabama,191932,2932,1819.0,18.0,0.0153
2020-10-31,Alabama,193613,2967,1681.0,35.0,0.0153
2020-11-01,Alabama,194458,2973,845.0,6.0,0.0153
2020-11-02,Alabama,195692,2973,1234.0,0.0,0.0152
2020-11-03,Alabama,197504,2987,1812.0,14.0,0.0151
2020-11-04,Alabama,198927,3006,1423.0,19.0,0.0151
2020-11-05,Alabama,200528,3026,1601.0,20.0,0.0151
2020-11-06,Alabama,202131,3049,1603.0,23.0,0.0151
2020-11-07,Alabama,203518,3082,1387.0,33.0,0.0151
2020-11-08,Alabama,204665,3084,1147.0,2.0,0.0151
2020-11-09,Alabama,206523,3084,1858.0,0.0,0.0149
2020-11-10,Alabama,206562,3120,39.0,36.0,0.0151
2020-11-11,Alabama,208637,3201,2075.0,81.0,0.0153
2020-11-12,Alabama,210637,3213,2000.0,12.0,0.0153
2020-11-13,Alabama,213617,3231,2980.0,18.0,0.0151
2020-11-14,Alabama,215843,3246,2226.0,15.0,0.015
2020-11-15,Alabama,217822,3248,1979.0,2.0,0.0149
2020-11-16,Alabama,219232,3249,1410.0,1.0,0.0148
2020-11-17,Alabama,220848,3301,1616.0,52.0,0.0149
2020-11-18,Alabama,223486,3347,2638.0,46.0,0.015
2020-11-19,Alabama,225910,3419,2424.0,72.0,0.0151
2020-11-20,Alabama,228373,3451,2463.0,32.0,0.0151
2020-11-21,Alabama,230708,3457,2335.0,6.0,0.015
2020-11-22,Alabama,232506,3457,1798.0,0.0,0.0149
2020-11-23,Alabama,234080,3459,1574.0,2.0,0.0148
2020-11-24,Alabama,236865,3472,2785.0,13.0,0.0147
2020-11-25,Alabama,239318,3532,2453.0,60.0,0.0148
2020-11-26,Alabama,241957,3572,2639.0,40.0,0.0148
2020-11-27,Alabama,242874,3572,917.0,0.0,0.0147
2020-11-28,Alabama,244993,3572,2119.0,0.0,0.0146
2020-11-29,Alabama,247229,3577,2236.0,5.0,0.0145
2020-11-30,Alabama,249524,3578,2295.0,1.0,0.0143
2020-12-01,Alabama,252900,3638,3376.0,60.0,0.0144
2020-12-02,Alabama,256828,3711,3928.0,73.0,0.0144
2020-12-03,Alabama,260359,3776,3531.0,65.0,0.0145
2020-12-04,Alabama,264199,3831,3840.0,55.0,0.0145
2020-12-05,Alabama,267589,3877,3390.0,46.0,0.0145
2020-12-06,Alabama,269877,3889,2288.0,12.0,0.0144
2020-12-07,Alabama,272229,3892,2352.0,3.0,0.0143
2020-12-08,Alabama,276665,3942,4436.0,50.0,0.0142
2020-12-09,Alabama,280187,3985,3522.0,43.0,0.0142
2020-12-10,Alabama,284922,4034,4735.0,49.0,0.0142
2020-12-11,Alabama,288775,4086,3853.0,52.0,0.0141
2020-12-12,Alabama,292841,4102,4066.0,16.0,0.014
2020-12-13,Alabama,295631,4102,2790.0,0.0,0.0139
2020-12-14,Alabama,297895,4102,2264.0,0.0,0.0138
2020-12-15,Alabama,301533,4124,3638.0,22.0,0.0137
2020-12-16,Alabama,305640,4198,4107.0,74.0,0.0137
2020-12-17,Alabama,310335,4254,4695.0,56.0,0.0137
2020-12-18,Alabama,315683,4296,5348.0,42.0,0.0136
2020-12-19,Alabama,319904,4389,4221.0,93.0,0.0137
2020-12-20,Alabama,322452,4389,2548.0,0.0,0.0136
2020-12-21,Alabama,324832,4389,2380.0,0.0,0.0135
2020-12-22,Alabama,329811,4452,4979.0,63.0,0.0135
2020-12-23,Alabama,334569,4587,4758.0,135.0,0.0137
2020-12-24,Alabama,338801,4676,4232.0,89.0,0.0138
2020-12-25,Alabama,342426,4680,3625.0,4.0,0.0137
2020-12-26,Alabama,343458,4685,1032.0,5.0,0.0136
2020-12-27,Alabama,345628,4691,2170.0,6.0,0.0136
2020-12-28,Alabama,347897,4712,2269.0,21.0,0.0135
2020-12-29,Alabama,351804,4737,3907.0,25.0,0.0135
2020-12-30,Alabama,356820,4774,5016.0,37.0,0.0134
2020-12-31,Alabama,361226,4827,4406.0,53.0,0.0134
2021-01-01,Alabama,365747,4872,4521.0,45.0,0.0133
2021-01-02,Alabama,369458,4872,3711.0,0.0,0.0132
2021-01-03,Alabama,371934,4873,2476.0,1.0,0.0131
2021-01-04,Alabama,374095,4878,2161.0,5.0,0.013
2021-01-05,Alabama,379593,4886,5498.0,8.0,0.0129
2021-01-06,Alabama,384184,4994,4591.0,108.0,0.013
2021-01-07,Alabama,389230,5080,5046.0,86.0,0.0131
2021-01-08,Alabama,394287,5191,5057.0,111.0,0.0132
2021-01-09,Alabama,399150,5299,4863.0,108.0,0.0133
2021-01-10,Alabama,401900,5334,2750.0,35.0,0.0133
2021-01-11,Alabama,404000,5347,2100.0,13.0,0.0132
2021-01-12,Alabama,407848,5573,3848.0,226.0,0.0137
2021-01-13,Alabama,410995,5760,3147.0,187.0,0.014
2021-01-14,Alabama,414583,5945,3588.0,185.0,0.0143
2021-01-15,Alabama,417528,6030,2945.0,85.0,0.0144
2021-01-16,Alabama,420681,6119,3153.0,89.0,0.0145
2021-01-17,Alabama,422598,6120,1917.0,1.0,0.0145
2021-01-18,Alabama,424028,6121,1430.0,1.0,0.0144
2021-01-19,Alabama,426543,6126,2515.0,5.0,0.0144
2021-01-20,Alabama,429655,6283,3112.0,157.0,0.0146
2021-01-21,Alabama,432536,6379,2881.0,96.0,0.0147
2021-01-22,Alabama,436087,6486,3551.0,107.0,0.0149
2021-01-23,Alabama,439442,6657,3355.0,171.0,0.0151
2021-01-24,Alabama,441170,6660,1728.0,3.0,0.0151
2021-01-25,Alabama,443009,6662,1839.0,2.0,0.015
2021-01-26,Alabama,445909,6896,2900.0,234.0,0.0155
2021-01-27,Alabama,449086,7172,3177.0,276.0,0.016
2021-01-28,Alabama,452734,7340,3648.0,168.0,0.0162
2021-01-29,Alabama,455582,7566,2848.0,226.0,0.0166
2021-01-30,Alabama,455582,7566,0.0,0.0,0.0166
2021-01-31,Alabama,459639,7688,4057.0,122.0,0.0167
2021-02-01,Alabama,460860,7688,1221.0,0.0,0.0167
2021-02-02,Alabama,462938,7894,2078.0,206.0,0.0171
2021-02-03,Alabama,465056,8203,2118.0,309.0,0.0176
2021-02-04,Alabama,467823,8365,2767.0,162.0,0.0179
2021-02-05,Alabama,469319,8449,1496.0,84.0,0.018
2021-02-06,Alabama,471311,8513,1992.0,64.0,0.0181
2021-02-07,Alabama,472423,8515,1112.0,2.0,0.018
2021-02-08,Alabama,473348,8523,925.0,8.0,0.018
2021-02-09,Alabama,474666,8579,1318.0,56.0,0.0181
2021-02-10,Alabama,476067,8888,1401.0,309.0,0.0187
2021-02-11,Alabama,477570,9021,1503.0,133.0,0.0189
2021-02-12,Alabama,478667,9180,1097.0,159.0,0.0192
2021-02-13,Alabama,479856,9242,1189.0,62.0,0.0193
2021-02-14,Alabama,480931,9242,1075.0,0.0,0.0192
2021-02-15,Alabama,481605,9244,674.0,2.0,0.0192
2021-02-16,Alabama,482488,9257,883.0,13.0,0.0192
2021-02-17,Alabama,483167,9346,679.0,89.0,0.0193
2021-02-18,Alabama,484365,9424,1198.0,78.0,0.0195
2021-02-19,Alabama,485212,9573,847.0,149.0,0.0197
2021-02-20,Alabama,485986,9590,774.0,17.0,0.0197
2021-02-21,Alabama,486843,9592,857.0,2.0,0.0197
2021-02-22,Alabama,487520,9592,677.0,0.0,0.0197
2021-02-23,Alabama,488973,9660,1453.0,68.0,0.0198
2021-02-24,Alabama,490220,9744,1247.0,84.0,0.0199
2021-02-25,Alabama,491110,9831,890.0,87.0,0.02
2021-02-26,Alabama,491849,9869,739.0,38.0,0.0201
2021-02-27,Alabama,492683,9930,834.0,61.0,0.0202
2021-02-28,Alabama,493252,9929,569.0,0.0,0.0201
2021-03-01,Alabama,493769,9931,517.0,2.0,0.0201
2021-03-02,Alabama,494421,9991,652.0,60.0,0.0202
2021-03-03,Alabama,497154,10029,2733.0,38.0,0.0202
2021-03-04,Alabama,498076,10094,922.0,65.0,0.0203
2021-03-05,Alabama,498887,10122,811.0,28.0,0.0203
2021-03-06,Alabama,499411,10149,524.0,27.0,0.0203
2021-03-07,Alabama,499819,10148,408.0,0.0,0.0203
2021-03-08,Alabama,500092,10148,273.0,0.0,0.0203
2021-03-09,Alabama,500616,10186,524.0,38.0,0.0203
2021-03-10,Alabama,501398,10222,782.0,36.0,0.0204
2021-03-11,Alabama,502263,10274,865.0,52.0,0.0205
2021-03-12,Alabama,502711,10299,448.0,25.0,0.0205
2021-03-13,Alabama,503305,10327,594.0,28.0,0.0205
2021-03-14,Alabama,503673,10327,368.0,0.0,0.0205
2021-03-15,Alabama,508229,10329,4556.0,2.0,0.0203
2021-03-16,Alabama,508717,10337,488.0,8.0,0.0203
2021-03-17,Alabama,509476,10363,759.0,26.0,0.0203
2021-03-18,Alabama,510048,10391,572.0,28.0,0.0204
2021-03-19,Alabama,510579,10425,531.0,34.0,0.0204
2021-03-20,Alabama,511087,10436,508.0,11.0,0.0204
2021-03-21,Alabama,511460,10436,373.0,0.0,0.0204
2021-03-22,Alabama,511779,10436,319.0,0.0,0.0204
2021-03-23,Alabama,511789,10450,10.0,14.0,0.0204
2021-03-24,Alabama,512711,10487,922.0,37.0,0.0205
2021-03-25,Alabama,513138,10504,427.0,17.0,0.0205
2021-03-26,Alabama,513580,10523,442.0,19.0,0.0205
2021-03-27,Alabama,514072,10526,492.0,3.0,0.0205
2021-03-28,Alabama,514391,10526,319.0,0.0,0.0205
2021-03-29,Alabama,514619,10526,228.0,0.0,0.0205
2021-03-30,Alabama,514980,10527,361.0,1.0,0.0204
2021-03-31,Alabama,515388,10554,408.0,27.0,0.0205
2021-04-01,Alabama,515866,10553,478.0,0.0,0.0205
2021-04-02,Alabama,516266,10607,400.0,54.0,0.0205
2021-04-03,Alabama,516615,10637,349.0,30.0,0.0206
2021-04-04,Alabama,516809,10637,194.0,0.0,0.0206
2021-04-05,Alabama,516918,10638,109.0,1.0,0.0206
2021-04-06,Alabama,517114,10652,196.0,14.0,0.0206
2021-04-07,Alabama,517452,10652,338.0,0.0,0.0206
2021-04-08,Alabama,517916,10675,464.0,23.0,0.0206
2021-04-09,Alabama,518234,10686,318.0,11.0,0.0206
2021-04-10,Alabama,518588,10712,354.0,26.0,0.0207
2021-04-11,Alabama,518899,10712,311.0,0.0,0.0206
2021-04-12,Alabama,519071,10712,172.0,0.0,0.0206
2021-04-13,Alabama,520503,10722,1432.0,10.0,0.0206
2021-04-14,Alabama,520780,10728,277.0,6.0,0.0206
2021-04-15,Alabama,521201,10736,421.0,8.0,0.0206
2021-04-16,Alabama,521623,10739,422.0,3.0,0.0206
2021-04-17,Alabama,522131,10790,508.0,51.0,0.0207
2021-04-18,Alabama,522401,10790,270.0,0.0,0.0207
2021-04-19,Alabama,522512,10790,111.0,0.0,0.0207
2021-04-20,Alabama,523955,10798,1443.0,8.0,0.0206
2021-04-21,Alabama,524367,10807,412.0,9.0,0.0206
2021-04-22,Alabama,525049,10824,682.0,17.0,0.0206
2021-04-23,Alabama,525477,10840,428.0,16.0,0.0206
2021-04-24,Alabama,525898,10851,421.0,11.0,0.0206
2021-04-25,Alabama,526131,10851,233.0,0.0,0.0206
2021-04-26,Alabama,526348,10852,217.0,1.0,0.0206
2021-04-27,Alabama,526707,10854,359.0,2.0,0.0206
2021-04-28,Alabama,527083,10879,376.0,25.0,0.0206
2021-04-29,Alabama,527513,10887,430.0,8.0,0.0206
2021-04-30,Alabama,527922,10896,409.0,9.0,0.0206
2021-05-01,Alabama,528309,10913,387.0,17.0,0.0207
2021-05-02,Alabama,528597,10913,288.0,0.0,0.0206
2021-05-03,Alabama,528784,10913,187.0,0.0,0.0206
2021-05-04,Alabama,528784,10913,0.0,0.0,0.0206
2021-05-05,Alabama,529446,10930,662.0,17.0,0.0206
2021-05-06,Alabama,530011,10946,565.0,16.0,0.0207
2021-05-07,Alabama,530325,10966,314.0,20.0,0.0207
2021-05-08,Alabama,530744,10978,419.0,12.0,0.0207
2021-05-09,Alabama,530988,10978,244.0,0.0,0.0207
2021-05-10,Alabama,531094,10978,106.0,0.0,0.0207
2021-05-11,Alabama,531404,10985,310.0,7.0,0.0207
2021-05-12,Alabama,531751,10997,347.0,12.0,0.0207
2021-05-13,Alabama,532895,11001,1144.0,4.0,0.0206
2021-05-14,Alabama,537813,11024,4918.0,23.0,0.0205
2021-05-15,Alabama,539829,11038,2016.0,14.0,0.0204
2021-05-16,Alabama,540083,11038,254.0,0.0,0.0204
2021-05-17,Alabama,540267,11038,184.0,0.0,0.0204
2021-05-18,Alabama,540603,11043,336.0,5.0,0.0204
2021-05-19,Alabama,540891,11045,288.0,2.0,0.0204
2021-05-20,Alabama,541230,11077,339.0,32.0,0.0205
2021-05-21,Alabama,541673,11080,443.0,3.0,0.0205
2021-05-22,Alabama,541928,11112,255.0,32.0,0.0205
2021-05-23,Alabama,542124,11112,196.0,0.0,0.0205
2021-05-24,Alabama,542256,11112,132.0,0.0,0.0205
2021-05-25,Alabama,542562,11124,306.0,12.0,0.0205
2021-05-26,Alabama,542831,11138,269.0,14.0,0.0205
2021-05-27,Alabama,543177,11140,346.0,2.0,0.0205
2021-05-28,Alabama,543405,11146,228.0,6.0,0.0205
2021-05-29,Alabama,543405,11146,0.0,0.0,0.0205
2021-05-30,Alabama,543405,11146,0.0,0.0,0.0205
2021-05-31,Alabama,543405,11146,0.0,0.0,0.0205
2021-06-01,Alabama,544045,11156,640.0,10.0,0.0205
2021-06-02,Alabama,544598,11167,553.0,11.0,0.0205
2021-06-03,Alabama,545028,11188,430.0,21.0,0.0205
2021-06-04,Alabama,545585,11198,557.0,10.0,0.0205
2021-06-05,Alabama,545585,11198,0.0,0.0,0.0205
2021-06-06,Alabama,545585,11198,0.0,0.0,0.0205
2021-06-07,Alabama,546324,11217,739.0,19.0,0.0205
2021-06-08,Alabama,546540,11220,216.0,3.0,0.0205
2021-06-09,Alabama,546845,11249,305.0,29.0,0.0206
2021-06-10,Alabama,547135,11252,290.0,3.0,0.0206
2021-06-11,Alabama,547323,11266,188.0,14.0,0.0206
2021-06-12,Alabama,547323,11266,0.0,0.0,0.0206
2021-06-13,Alabama,547323,11266,0.0,0.0,0.0206
2021-06-14,Alabama,547873,11274,550.0,8.0,0.0206
2021-06-15,Alabama,548163,11281,290.0,7.0,0.0206
2021-06-16,Alabama,548323,11288,160.0,7.0,0.0206
2021-06-17,Alabama,548323,11288,0.0,0.0,0.0206
2021-06-18,Alabama,548657,11306,334.0,18.0,0.0206
2021-06-19,Alabama,548657,11306,0.0,0.0,0.0206
2021-06-20,Alabama,548657,11306,0.0,0.0,0.0206
2021-06-21,Alabama,549013,11311,356.0,5.0,0.0206
2021-06-22,Alabama,549013,11311,0.0,0.0,0.0206
2021-06-23,Alabama,549394,11328,381.0,17.0,0.0206
2021-06-24,Alabama,549394,11328,0.0,0.0,0.0206
2021-06-25,Alabama,549934,11336,540.0,8.0,0.0206
2021-06-26,Alabama,549934,11336,0.0,0.0,0.0206
2021-06-27,Alabama,549934,11336,0.0,0.0,0.0206
2021-06-28,Alabama,550451,11338,517.0,2.0,0.0206
2021-06-29,Alabama,550451,11338,0.0,0.0,0.0206
2021-06-30,Alabama,550983,11352,532.0,14.0,0.0206
2021-07-01,Alabama,550983,11352,0.0,0.0,0.0206
2021-07-02,Alabama,551298,11358,315.0,6.0,0.0206
2021-07-03,Alabama,551298,11358,0.0,0.0,0.0206
